,,Status Id,,Campus Pref,,,,Discpline Pref.,,,,Matriculation,,,,Intermediate,,,,,,NU Test Marks,,SAT I ,,SAT II,,,NU Merit Marks,,NTS Admission Offer,,NU Admission Offer,,Admission,,,,,,,,,,,,,,,,,,,,,,,,,
L,CITY,STATUS_ID,STATUS,Ist,2nd,3rd,4th,Ist,2nd,3rd,4th,Board,Degree,Total,Obtained,Board,Degree,Total,Obtained,NTS_MARKS,NU_TEST_CENTER,BBA,BS,Total,Obtained,Total,Obtained,NTS Merit Marks,BBA/BS(AF),BS,Campus,Discipline,Campus,Discipline,Campus,Discipline,DEGREE_STATUS,,,,,,,,,,,,,,,,,,,,,,,
1911035,Multan,8,Fee Paid,ISB,,,,BS(EE),,,,Multan,SSC,1100,996,Multan,HSSC-I,520,996,77,,,,,,,,77.73,,,ISB,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911037,Nowshera,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,743,Cambridge,A-Level,1100,743,90,LHR,,62.173607,,,,,84.77,,70.86,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911038,Rawalpindi,10,Admit Card Printed,ISB,,,,BBA,,,,Cambridge,O-Level,900,603,,,,603,,ISB,40.333338,,,,,,,50.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911040,Lahore,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),BS(AF),BS(AI),Federal,SSC,1050,908,Federal,HSSC-I,520,908,,ISB,,45.166664,,,,,,,59.99,,,ISB,BS(EE),ISB,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911041,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),,Lahore,SSC,1100,1066,Lahore,HSSC-I,520,1066,,LHR,,64.847221,,,,,,,75.69,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911042,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),BS(CS),,,Lahore,SSC,1100,997,Lahore,HSSC-I,520,997,,LHR,,48.305552,,,,,,,66.36,,,LHR,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911044,Sanghar,2,AcademicInfo,,,,,,,,,Mirpur Khas,SSC,850,687,Mirpur Khas,HSSC (I+II),1100,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911045,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(EE),,,Cambridge,O-Level,900,693,Karachi,HSSC-I,550,693,,KHI,,41,,,,,,,53.41,,,KHI,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911046,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,838,Federal,HSSC-I,510,838,,ISB,,24.423611,,,,,,,48.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911047,Karachi ,10,Admit Card Printed,KHI,,,,BS(EE),BS(SE),,,Cambridge,O-Level,900,782,Cambridge,A-Level,1100,782,,KHI,,54.361109,,,,,,,67.64,,,KHI,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911048,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,1024,Lahore,HSSC-I,520,1024,,LHR,,38.437497,,,,,,,63.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911049,Gujranwala,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911050,Rawalpindi,10,Admit Card Printed,ISB,,,,BBA,,,,Federal,SSC,1050,783,Federal,HSSC (I+II),1100,783,,ISB,50.041671,,,,,,,53.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911051,Karachi ,6,Declaration,KHI,,,,BS(EE),,,,Karachi,SSC,850,709,Karachi,HSSC-I,550,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911053,Lahore,10,Admit Card Printed,LHR,CFD,,,BS(CS),BS(CV),BS(EE),,Lahore,SSC,1100,830,Lahore,HSSC-I,520,830,49,LHR,,33.875001,,,,,,,49.25,,,FSD,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911054,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(SE),,,Cambridge,O-Level,900,630,Karachi,HSSC-I,550,630,,KHI,,21.812495,,,,,,,40.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911055,Others,6,Declaration,KHI,,,,BS(CS),,,,Sukkur,SSC,850,529,Sukkur,HSSC-I,550,529,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911058,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Cambridge,O-Level,900,711,,,,711,,KHI,,44.347221,,,,,,,57.72,,,KHI,BS(CS),KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911060,Faisalabad,10,Admit Card Printed,LHR,,,,BS(CS),,,,Faislabad,SSC,1100,867,Faislabad,HSSC-I,510,867,,CFD,,46.118052,,,,,,,57.76,,,,,CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911061,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(CSDF),BS(AI),,Federal,SSC,1050,897,Federal,HSSC-I,520,897,,ISB,,17.895832,,,,,,,45.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911062,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,957,Federal,HSSC (I+II),1100,957,67,ISB,,60.159719,,,,,72.86,,69.44,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911063,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,916,Lahore,HSSC-I,520,916,,LHR,,51.590273,,,,,,,58.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911064,Lahore,6,Declaration,LHR,,,,BBA,,,,Lahore,SSC,1100,413,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911065,Karachi ,7,Challan Printed,KHI,,,,BS(SE),BS(CS),BS(EE),,Agha Khan,SSC,1100,867,Karachi,HSSC-I,550,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911066,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,681,Karachi,HSSC-I,550,681,,KHI,,26.291667,,,,,,,46.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911067,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(SE),,,Cambridge,O-Level,900,693,,,,693,,KHI,,46.958333,,,,,,,58.13,,,KHI,BS(CS),KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911068,Karachi ,2,AcademicInfo,,,,,,,,,Karachi,SSC,850,572,,,,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911069,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),,Lahore,SSC,1100,1030,Lahore,HSSC-I,520,1030,,LHR,,34.027778,,,,,,,56.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911070,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),BS(CV),,,Lahore,SSC,1100,1052,Lahore,HSSC-I,520,1052,,LHR,,49.88889,,,,,,,66.96,,,LHR,BS(EE),LHR,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911071,Rawalpindi,10,Admit Card Printed,ISB,,,,BBA,BS(AF),,,Cambridge,O-Level,900,754,Cambridge,A-Level,1100,754,,ISB,66.875002,,,,,,,73.21,,,,ISB,BBA,,,,,,,,,,,,,,,,,,,,,,,,,,
1911072,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),BS(CSDF),,Agha Khan,SSC,1100,867,Federal,HSSC-I,510,867,70,ISB,,18.715278,,,,,65.49,,39.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911073,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911074,Lahore,6,Declaration,LHR,,,,BS(CS),,,,Lahore,SSC,1100,981,Lahore,HSSC-I,520,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911075,Chakwal,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Cambridge,O-Level,900,698,,,,698,,LHR,,45.652774,,,,,,,57.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911076,Multan,5,Picture,LHR,,,,BS(CS),,,,Multan,SSC,1100,738,,,,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911077,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),BBA,BS(AF),BS(EE),Federal,SSC,1150,961,Federal,HSSC-I,520,961,,ISB,57.083335,55.694443,,,,,,68.35,67.65,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911078,Faisalabad,10,Admit Card Printed,CFD,,,,BS(EE),,,,Faislabad,SSC,1100,789,Faislabad,HSSC-I,520,789,,CFD,,28.819443,,,,,,,42.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911079,Attock,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),,,Federal,SSC,1050,907,Federal,HSSC (I+II),1100,907,,ISB,,40.722219,,,,,,,61.32,,,ISB,BS(EE),ISB,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911080,Islamabad,10,Admit Card Printed,ISB,,,,BBA,BS(CS),BS(AF),BS(DS),Federal,SSC,1050,938,Federal,HSSC-I,520,938,,ISB,50.291666,33.034721,,,,,,56.49,47.86,,,ISB,BS(AF),,,,,,,,,,,,,,,,,,,,,,,,,,
1911082,Gujranwala,10,Admit Card Printed,LHR,,,,BS(EE),BS(CV),BS(CS),,Federal,SSC,1050,861,Federal,HSSC (I+II),1100,861,0,LHR,,31.791664,,,,,,,48.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911083,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,871,Lahore,HSSC-I,500,871,,LHR,,19.430555,,,,,,,50.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911084,Jhelum,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),,,Federal,SSC,1050,854,Rawalpindi,HSSC-I,520,854,,ISB,,31.402778,,,,,,,53.59,,,,,PWR,BS(CS)    ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1911085,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),BS(SE),BS(EE),,Faislabad,SSC,1100,862,Faislabad,HSSC (I+II),1100,862,60,CFD,,54.874997,,,,,69.5,,66.94,FSD,BS(CS),,,CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911086,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,964,Lahore,HSSC-I,510,964,,LHR,,25.40972,,,,,,,42.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911088,Lahore,8,Fee Paid,LHR,,,,BBA,BS(AF),,,Federal,SSC,1050,939,Lahore,HSSC-I,520,939,,,,,2400,1130,800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911089,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,721,Karachi,HSSC-I,550,721,,KHI,,6.958334,,,,,,,36.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911090,Islamabad,2,AcademicInfo,,,,,,,,,Cambridge,O-Level,900,782,,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911091,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Lahore,SSC,1100,939,Lahore,HSSC-I,520,939,44,LHR,,34.499998,,,,,,,55.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911092,Rawalpindi,7,Challan Printed,ISB,,,,BS(CS),BS(AI),BS(DS),,Federal,SSC,1050,957,Federal,HSSC-I,510,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911093,Lahore,10,Admit Card Printed,LHR,,,,BS(CV),,,,Lahore,SSC,1100,778,Lahore,HSSC-I,520,778,,LHR,,14.875001,,,,,,,39.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911094,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,980,Lahore,HSSC-I,520,980,,LHR,,26.027774,,,,,,,53.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911095,Hyderabad,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911096,Okara,7,Challan Printed,LHR,,,,BS(EE),,,,Sahiwal,SSC,1100,715,,,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911097,Jhang,10,Admit Card Printed,LHR,,,,BS(CS),,,,Faislabad,SSC,1100,953,Faislabad,HSSC-I,520,953,,LHR,,29.847219,,,,,,,57.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911098,Karachi ,7,Challan Printed,KHI,,,,BS(EE),,,,Karachi,SSC,850,604,Hyderabad,HSSC-I,550,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911099,Chakwal,2,AcademicInfo,,,,,,,,,Cambridge,O-Level,900,641,,,,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911100,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,788,,,,788,,LHR,,58.680554,,,,,,,68.74,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911101,Jhang,10,Admit Card Printed,LHR,,,,BS(CS),,,,Faislabad,SSC,1100,820,Faislabad,HSSC-I,510,820,,LHR,,13.840278,,,,,,,42.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911102,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BBA,,Lahore,SSC,1100,1044,Lahore,HSSC-I,520,1044,,LHR,43.625001,27.916666,,,,,,64.89,57.04,,,LHR,BBA,,,,,,,,,,,,,,,,,,,,,,,,,,
1911103,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(EE),BS(CS),,,Federal,SSC,1050,728,Federal,HSSC-I,520,728,0,ISB,,17.750001,,,,,,,37.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911104,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Agha Khan,SSC,1100,876,Agha Khan,HSSC-I,500,876,,KHI,,39.833329,,,,,,,61.42,,,KHI,BS(CS),KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911105,Lahore,10,Admit Card Printed,LHR,,,,BBA,BS(CS),,,Lahore,SSC,1100,850,,,,850,0,LHR,26.041675,20,,,,,,47.79,44.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911106,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,897,Faislabad,HSSC-I,520,897,,CFD,,58.548607,,,,,,,64.85,,,FSD,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911107,Quetta,10,Admit Card Printed,ISB,,,,BS(CS),,,,Lahore,SSC,1100,877,,,,877,,ISB,,29.805552,,,,,,,50.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911108,Hyderabad,10,Admit Card Printed,KHI,,,,BS(EE),BS(CS),,,Hyderabad,SSC,850,670,Hyderabad,HSSC-I,550,670,0,KHI,,39.013887,,,,,,,58.05,,,KHI,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911109,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,713,Karachi,HSSC-I,550,713,,KHI,,25.534723,,,,,,,46.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911110,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),,,Rawalpindi,SSC,1100,844,Rawalpindi,HSSC (I+II),1100,844,,ISB,,71.409718,,,,,,,74.89,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911111,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),BS(CS),,,Karachi,SSC,850,714,Karachi,HSSC-I,550,714,,KHI,,8.118054,,,,,,,34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911112,Islamabad,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911113,Others,10,Admit Card Printed,LHR,,,,BS(CS),,,,D.G.Khan,SSC,1100,969,,,,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911114,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,973,Lahore,HSSC-I,520,973,,LHR,,23.236107,,,,,,,49.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911115,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(SE),BS(EE),,Karachi,SSC,850,626,Karachi,HSSC (I+II),1100,626,,KHI,,37.513887,,,,,,,48.98,,,KHI,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911116,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),,,Lahore,SSC,1100,847,Lahore,HSSC-I,520,847,,LHR,,20.499999,,,,,,,41.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911118,Faisalabad,6,Declaration,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,519,,,,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911119,Multan,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),BBA,Multan,SSC,1100,1011,Multan,HSSC-I,500,1011,,LHR,33.166669,51.749998,,,,,,56.68,65.98,,,LHR,BS(CS),CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911120,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(SE),BS(EE),,Cambridge,O-Level,900,639,Karachi,HSSC-I,550,639,,KHI,,27.013887,,,,,,,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911121,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,576,Karachi,HSSC-I,550,576,,KHI,,19.909718,,,,,,,36.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911122,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,949,Lahore,HSSC-I,520,949,,LHR,,43.423612,,,,,,,57.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911123,Islamabad,10,Admit Card Printed,ISB,,,,BBA,,,,Federal,SSC,1050,890,Federal,HSSC-I,500,890,,ISB,27.375005,,,,,,,53.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911124,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),,,,Lahore,SSC,1100,1007,Lahore,HSSC-I,520,1007,,LHR,,34.736112,,,,,,,55.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911125,Sheikhupura ,9,Scheduled,LHR,,,,BS(CS),,,,Lahore,SSC,1100,908,,,,908,,LHR,,22.847222,,,,,,,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911127,Islamabad,10,Admit Card Printed,ISB,,,,BS(EE),,,,Federal,SSC,1050,990,Federal,HSSC-I,520,990,,ISB,,68.763886,,,,,,,76.02,,,ISB,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911128,Chakwal,10,Admit Card Printed,ISB,,,,BBA,,,,Rawalpindi,SSC,1100,826,Rawalpindi,HSSC-I,520,826,,ISB,25.08334,,,,,,,38.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911129,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,769,Gujranwala,HSSC-I,510,769,,LHR,,19.236111,,,,,,,41.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911130,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),,,,Karachi,SSC,850,702,Karachi,HSSC-I,550,702,,KHI,,16.92361,,,,,,,37.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911131,Chitral,7,Challan Printed,ISB,,,,BBA,,,,Cambridge,O-Level,900,593,,,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911132,Faisalabad,7,Challan Printed,CFD,,,,BBA,,,,Faislabad,SSC,1100,734,Faislabad,HSSC-I,550,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911133,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),BS(AF),Lahore,SSC,1100,882,Lahore,HSSC-I,520,882,,LHR,,16.625002,,,,,,,41.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911134,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),BBA,Lahore,SSC,1100,976,Lahore,HSSC-I,520,976,,LHR,,51.652773,,,,,,,58.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911135,Islamabad,9,Scheduled,ISB,,,,BS(CS),,,,Federal,SSC,1050,905,Federal,HSSC-I,510,905,,ISB,,28.249998,,,,,,,53.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911136,Hyderabad,10,Admit Card Printed,KHI,,,,BS(CS),BS(SE),,,Hyderabad,SSC,850,623,Hyderabad,HSSC-I,550,623,0,KHI,,20.916665,,,,,,,47.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911137,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Rawalpindi,SSC,1100,893,Federal,HSSC-I,510,893,,ISB,,37.020832,,,,,,,57.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911138,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Lahore,SSC,1100,1017,Lahore,HSSC-I,510,1017,,LHR,,58.888886,,,,,,,75.33,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911140,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,929,Federal,HSSC-I,520,929,,ISB,,51.493051,,,,,,,68.63,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911141,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Others,O-Level,900,680,Others,A-Level,1100,680,,LHR,,15.680556,,,,,,,48.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911142,Sahiwal,7,Challan Printed,LHR,,,,BS(CV),,,,Federal,SSC,1050,789,Federal,HSSC-I,520,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911143,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Federal,SSC,1050,811,Federal,HSSC-I,510,811,,LHR,,26.291667,,,,,,,42.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911144,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Federal,SSC,1050,963,Lahore,HSSC-I,510,963,,LHR,,44.298606,,,,,,,60.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911145,Others,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911146,Rawalpindi,7,Challan Printed,ISB,,,,BS(CS),BBA,,,Federal,SSC,1050,939,Federal,HSSC-I,520,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911147,Islamabad,3,Preferences,ISB,,,,BS(AI),,,,Rawalpindi,SSC,1150,916,,,,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911149,Peshawar,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911150,Faisalabad,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911151,Faisalabad,10,Admit Card Printed,LHR,,,,BS(CS),,,,Faislabad,SSC,1100,851,Faislabad,HSSC-I,520,851,,CFD,,45.381942,,,,,,,63.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911152,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),,,Lahore,SSC,1100,1039,Lahore,HSSC-I,520,1039,,LHR,,76.611106,,,,,,,85.61,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911153,Others,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,872,Mirpur,HSSC-I,510,872,,ISB,,55.89583,,,,,,,68.83,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911154,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,1002,Lahore,HSSC-I,510,1002,,LHR,,43.965275,,,,,,,61.2,,,,,LHR,BBA       ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911155,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,823,Faislabad,HSSC-I,510,823,,CFD,,16.131945,,,,,,,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911156,Rawalpindi,6,Declaration,ISB,,,,BS(AI),,,,Federal,SSC,1050,890,Federal,HSSC-I,520,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911158,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,985,Federal,HSSC (I+II),510,985,,ISB,,52.354167,,,,,,,70.59,,,ISB,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911159,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,711,Karachi,HSSC-I,550,711,,KHI,,20.145832,,,,,,,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911160,Gujranwala,10,Admit Card Printed,LHR,,,,BS(CV),BS(CS),BS(EE),,Gujranwala,SSC,1100,849,Gujranwala,HSSC-I,520,849,,LHR,,30.958333,,,,,,,42.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911161,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,953,Lahore,HSSC-I,520,953,,LHR,,7.666665,,,,,,,43.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911162,Khushab,7,Challan Printed,LHR,,,,BS(CS),,,,Sargodha,SSC,1100,967,Sargodha,HSSC-I,520,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911163,Gujranwala,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
