,,Status Id,,Campus Pref,,,,Discpline Pref.,,,,Matriculation,,,,Intermediate,,,,,,NU Test Marks,,SAT I ,,SAT II,,,NU Merit Marks,,NTS Admission Offer,,NU Admission Offer,,Admission,,,,,,,,,,,,,,,,,,,,,,,,,
L,CITY,STATUS_ID,STATUS,Ist,2nd,3rd,4th,Ist,2nd,3rd,4th,Board,Degree,Total,Obtained,Board,Degree,Total,Obtained,NTS_MARKS,NU_TEST_CENTER,BBA,BS,Total,Obtained,Total,Obtained,NTS Merit Marks,BBA/BS(AF),BS,Campus,Discipline,Campus,Discipline,Campus,Discipline,DEGREE_STATUS,,,,,,,,,,,,,,,,,,,,,,,
1911165,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),BBA,Lahore,SSC,1100,967,Lahore,HSSC-I,520,967,,LHR,,39.958331,,,,,,,56.42,,,,,CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911166,Lahore,7,Challan Printed,CFD,,,,BS(CS),,,,Lahore,SSC,1100,867,Lahore,HSSC (I+II),1100,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911167,Larkana,7,Challan Printed,ISB,,,,BS(EE),,,,Hyderabad,SSC,850,716,Hyderabad,HSSC-I,520,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911168,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BBA,BS(EE),BS(AF),Lahore,SSC,1100,951,,,,951,,LHR,38.83334,41.833332,,,,,,58.32,59.82,,,LHR,BS(AF),,,,,,,,,,,,,,,,,,,,,,,,,,
1911170,Toba Tek Singh,7,Challan Printed,LHR,,,,BS(EE),,,,Faislabad,SSC,1100,872,,,,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911171,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Rawalpindi,SSC,1100,719,,,,719,,ISB,,33.381943,,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911172,Karachi ,9,Scheduled,KHI,,,,BS(CS),,,,Karachi,SSC,850,758,Karachi,HSSC-I,550,758,,KHI,,54.77083,,,,,,,68.2,,,KHI,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911173,Rawalpindi,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911174,Others,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911175,Sialkot,7,Challan Printed,LHR,,,,BS(CS),,,,Gujranwala,SSC,1100,875,,,,875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911176,Umerkot,10,Admit Card Printed,KHI,,,,BS(CS),,,,Mirpur Khas,SSC,850,687,,,,687,,KHI,,18.097222,,,,,,,45.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911177,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BBA,,,Federal,SSC,1050,663,Federal,HSSC-I,510,663,,ISB,,14.826388,,,,,,,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911178,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),BS(CSDF),,Cambridge,O-Level,900,698,,,,698,,ISB,,58.395833,,,,,,,64.1,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911179,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,916,Faislabad,HSSC-I,510,916,,CFD,,39.701386,,,,,,,56.81,,,FSD,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911180,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),BS(EE),,,Federal,SSC,1050,799,Federal,HSSC-I,520,799,,ISB,,35.055555,,,,,,,56.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911181,Okara,10,Admit Card Printed,ISB,,,,BS(CS),BS(EE),,,Federal,SSC,1050,816,Federal,HSSC-I,520,816,,ISB,,29.027777,,,,,,,49.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911182,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,625,,,,625,,KHI,,19.145832,,,,,,,42.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911183,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911184,Lahore,10,Admit Card Printed,LHR,,,,BS(AF),BBA,BS(CS),,Lahore,SSC,1100,1027,Lahore,HSSC-I,520,1027,,LHR,46.79167,41.763887,,,,,,66.76,64.25,,,LHR,BS(AF),,,,,,,,,,,,,,,,,,,,,,,,,,
1911186,Lahore,4,TestType,ISB,,,,BBA,BS(CS),,,Lahore,SSC,1100,919,,,,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911187,Sialkot,10,Admit Card Printed,LHR,,,,BS(CS),,,,Gujranwala,SSC,1100,961,Lahore,HSSC-I,520,961,,LHR,,33.625,,,,,,,52.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911188,Lahore,4,TestType,LHR,,,,BS(CS),,,,Lahore,SSC,1100,907,Lahore,HSSC (I+II),1100,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911189,Others,10,Admit Card Printed,ISB,,,,BS(AI),,,,Federal,SSC,1050,816,Federal,HSSC-I,520,816,,ISB,,37.236112,,,,,,,48.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911190,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),,,,Cambridge,O-Level,900,782,,,,782,,ISB,,51.159718,,,,,,,64.68,,,ISB,BS(CS),ISB,BS(CS)    ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1911191,Faisalabad,2,AcademicInfo,,,,,,,,,Federal,SSC,1050,822,Federal,HSSC-I,520,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911192,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),,,,Lahore,SSC,1100,921,Lahore,HSSC-I,520,921,0,LHR,,42.180554,,,,,,,56.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911193,Multan,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911194,Muzaffargarh,4,TestType,LHR,,,,BS(CS),,,,D.G.Khan,SSC,1100,968,,,,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911195,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(AF),BBA,Lahore,SSC,1100,948,Lahore,HSSC-I,520,948,,LHR,36.250006,41.583335,,,,,,55.82,58.48,,,LHR,BS(AF),,,,,,,,,,,,,,,,,,,,,,,,,,
1911196,Bannu/N. Waziristan Agy.,4,TestType,PWR,,,,BS(SE),,,,Federal,SSC,1050,770,Kohat,HSSC (I+II),1100,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911197,Pakpattan,7,Challan Printed,LHR,,,,BBA,BS(CS),,,Sahiwal,SSC,1100,974,Sahiwal,HSSC (I+II),1100,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911198,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Federal,SSC,1050,971,Lahore,HSSC-I,520,971,,LHR,,46.166666,,,,,,,63.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911199,Rahim Yar Khan,10,Admit Card Printed,LHR,,,,BS(CS),,,,Bahawalpur,SSC,1100,1011,Bahawalpur,HSSC-I,520,1011,,LHR,,38.388886,,,,,,,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911200,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),,,,Lahore,SSC,1100,1019,Lahore,HSSC-I,520,1019,,LHR,,68.305551,,,,,,,78.58,,,LHR,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911201,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),,,,Lahore,SSC,1100,901,Lahore,HSSC-I,520,901,,LHR,,38.833333,,,,,,,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911202,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,1030,Lahore,HSSC-I,510,1030,,LHR,,28.104164,,,,,,,53.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911203,Islamabad,4,TestType,ISB,,,,BS(CS),,,,Rawalpindi,SSC,1100,810,,,,810,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911204,Lahore,6,Declaration,LHR,,,,BS(EE),,,,Lahore,SSC,1100,921,Lahore,HSSC-I,520,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911206,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,958,Lahore,HSSC-I,520,958,,LHR,,43.916662,,,,,,,58.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911207,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),BS(SE),BS(EE),,Cambridge,O-Level,900,641,Karachi,HSSC-I,550,641,63,KHI,,32.874999,,,,,61.14,,46.07,,,KHI,BS(EE),KHI,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911208,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(EE),,,,Federal,SSC,1050,983,Federal,HSSC-I,520,983,68,,,,,,,,75.92,,,ISB,BS(EE),,,ISB,BS(EE)    ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1911209,Lahore,7,Challan Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,1045,,,,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911210,Lahore,6,Declaration,LHR,,,,BS(CS),BBA,,,Federal,SSC,1050,807,,,,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911211,Others,8,Fee Paid,ISB,,,,BS(EE),BS(AI),BS(CSDF),BBA,Federal,SSC,1050,835,Federal,HSSC (I+II),1100,835,58,,,,,,,,69.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911212,Islamabad,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),BS(DS),,Cambridge,O-Level,900,692,,,,692,68,ISB,,54.493053,,,,,68.6,,61.85,,,ISB,BS(AI),ISB,BS(AI)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911213,Rawalpindi,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911214,Lahore,1,PersonalInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911215,Sheikhupura ,7,Challan Printed,ISB,,,,BS(AF),BBA,,,Federal,SSC,1050,894,Federal,HSSC-I,520,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911216,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,692,,,,692,,LHR,,35.298611,,,,,,,52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911217,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,657,Lahore,HSSC-I,510,657,,LHR,,-0.770831,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911218,Rawalpindi,7,Challan Printed,ISB,,,,BS(EE),,,,Federal,SSC,1050,853,,,,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911219,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,891,Faislabad,HSSC-I,520,891,,CFD,,27.493055,,,,,,,46.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911220,Mandi Bahauddin,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),,,Gujranwala,SSC,1100,988,Lahore,HSSC-I,520,988,,LHR,,38.33333,,,,,,,59.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911221,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),BS(AF),BS(CS),,Lahore,SSC,1100,934,Lahore,HSSC-I,520,934,0,LHR,43.416671,43.486112,,,,,,59.02,59.05,,,LHR,BS(AF),,,,,,,,,,,,,,,,,,,,,,,,,,
1911222,Multan,10,Admit Card Printed,ISB,,,,BS(CS),,,,Multan,SSC,1100,555,Multan,HSSC-I,510,555,,ISB,,21.611109,,,,,,,36.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911223,Lahore,7,Challan Printed,ISB,,,,BS(EE),,,,Larkana,SSC,850,78,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911224,Toba Tek Singh,7,Challan Printed,LHR,,,,BS(EE),,,,Federal,SSC,1050,874,,,,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911225,D.I.Khan,3,Preferences,ISB,,,,BS(EE),,,,Others,SSC,1100,825,,,,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911226,Faisalabad,10,Admit Card Printed,LHR,,,,BS(CS),,,,Federal,SSC,1050,868,Federal,HSSC-I,510,868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911227,Sargodha,10,Admit Card Printed,LHR,,,,BS(EE),BS(CV),BS(CS),,Sargodha,SSC,1100,1047,Sargodha,HSSC-I,520,1047,,ISB,,29.416663,,,,,,,56.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911229,Sargodha,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,585,Sargodha,HSSC-I,510,585,,ISB,,30.756944,,,,,,,44.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911230,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,873,Lahore,HSSC-I,510,873,,LHR,,21.67361,,,,,,,41.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911231,Rawalpindi,7,Challan Printed,ISB,,,,BS(EE),BS(CS),,,Federal,SSC,1050,806,Federal,HSSC-I,520,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911232,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Lahore,SSC,1100,889,Lahore,HSSC-I,520,889,0,LHR,,23.486114,,,,,,,41.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911233,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,556,Karachi,Diploma,,556,,KHI,,2.347225,,,,,,,38.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911234,Lahore,7,Challan Printed,LHR,,,,BS(CV),BS(AF),BS(CS),,Lahore,SSC,1100,917,,,,917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911235,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),BS(DS),BBA,Federal,SSC,1050,840,Federal,HSSC (I+II),1100,840,,ISB,,64.36805,,,,,,,74.5,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911236,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,852,Faislabad,HSSC-I,520,852,,CFD,,46.868054,,,,,,,55.93,,,FSD,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911238,Jhang,10,Admit Card Printed,ISB,,,,BS(EE),,,,Faislabad,SSC,1100,953,Faislabad,HSSC-I,520,953,,ISB,,34.166665,,,,,,,49.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911239,Others,10,Admit Card Printed,KHI,,,,BS(EE),BS(SE),BS(CS),,Cambridge,O-Level,900,675,,,,675,,KHI,,56.041665,,,,,,,61.77,,,KHI,BS(EE),KHI,BS(CS)    ,Cancelled,,,,,,,,,,,,,,,,,,,,,,,
1911240,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Karachi,SSC,850,700,,,,700,,KHI,,16.138885,,,,,,,45.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911241,Sahiwal,10,Admit Card Printed,LHR,,,,BS(CS),,,,Sahiwal,SSC,1100,1056,Sahiwal,HSSC-I,520,1056,,LHR,,46.437496,,,,,,,65.62,,,LHR,BS(CS),,,,,,,,,,,,,,,,,,,,,,,,,,
1911242,Gujranwala,10,Admit Card Printed,ISB,,,,BS(EE),,,,Federal,SSC,1050,984,Federal,HSSC-I,520,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911245,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),,Lahore,SSC,1100,910,Federal,HSSC (I+II),1100,910,,LHR,,51.888886,,,,,,,64.9,,,LHR,BS(CV),,,,,,,,,,,,,,,,,,,,,,,,,,
1911246,Islamabad,7,Challan Printed,ISB,,,,BBA,BS(AF),,,Cambridge,O-Level,900,737,,,,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911247,Faisalabad,10,Admit Card Printed,CFD,,,,BS(EE),,,,Faislabad,SSC,1100,962,Faislabad,HSSC-I,520,962,,CFD,,43.152773,,,,,,,62.44,,,FSD,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911248,Peshawar,8,Fee Paid,ISB,,,,BS(CSDF),BS(AI),BS(CS),BS(EE),Peshawar,SSC,1100,968,Peshawar,HSSC-I,550,968,56,,,,,,,,67.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911250,Narowal,10,Admit Card Printed,LHR,,,,BS(CS),,,,Gujranwala,SSC,1100,954,Gujranwala,HSSC-I,520,954,,LHR,,43.194442,,,,,,,60.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911251,Lahore,10,Admit Card Printed,LHR,,,,BBA,,,,Lahore,SSC,1100,637,Lahore,HSSC-I,550,637,,LHR,31.541675,,,,,,,43.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911252,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Federal,SSC,1050,764,Karachi,HSSC (I+II),1100,764,,KHI,,39.756944,,,,,,,48.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911253,Multan,7,Challan Printed,LHR,,,,BS(CV),,,,Multan,SSC,1100,697,,,,697,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911254,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),BBA,Cambridge,O-Level,900,754,,,,754,,LHR,56.291667,49.34722,,,,,,65.85,62.37,,,LHR,BS(EE),LHR,BS(EE)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911255,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),BS(EE),BS(CS),,Karachi,SSC,850,767,Karachi,HSSC-I,550,767,,KHI,,33.680555,,,,,,,51.75,,,KHI,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911256,Karachi ,10,Admit Card Printed,KHI,,,,BS(CS),,,,Cambridge,O-Level,900,596,,,,596,,KHI,,36.499999,,,,,,,48.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911257,Faisalabad,10,Admit Card Printed,ISB,,,,BS(CS),BS(DS),,,Federal,SSC,1050,768,Federal,HSSC-I,510,768,,LHR,,38.84722,,,,,,,48.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911258,Others,7,Challan Printed,ISB,,,,BS(CS),,,,Rawalpindi,SSC,1100,725,Federal,HSSC-I,510,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911259,Karachi ,10,Admit Card Printed,KHI,,,,BS(SE),BS(CS),BS(EE),,Karachi,SSC,850,714,Karachi,HSSC-I,550,714,,KHI,,39.027774,,,,,,,58.06,,,KHI,BS(SE),KHI,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911260,Lahore,7,Challan Printed,LHR,,,,BBA,,,,Lahore,SSC,1100,852,Lahore,HSSC-I,520,852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911261,Karachi ,10,Admit Card Printed,ISB,,,,BS(CS),BS(AI),BS(CSDF),BS(EE),Cambridge,O-Level,900,759,,,,759,,KHI,,53.902776,,,,,,,64.9,,,ISB,BS(CS),ISB,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911262,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),BS(CV),,,Lahore,SSC,1100,909,Federal,HSSC-I,520,909,,LHR,,10.208333,,,,,,,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911263,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,770,,,,770,,LHR,,26.791664,,,,,,,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911264,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BBA,,,Lahore,SSC,1100,913,Lahore,HSSC-I,510,913,,LHR,41.41667,41.201386,,,,,,54.92,54.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911266,Sheikhupura ,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),,,Lahore,SSC,1100,947,Lahore,HSSC (I+II),1100,947,,LHR,,24.611115,,,,,,,51.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911267,Others,2,AcademicInfo,,,,,,,,,Federal,SSC,1050,980,Federal,HSSC-I,520,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911268,Islamabad,10,Admit Card Printed,ISB,,,,BS(AI),BS(CSDF),BBA,,Federal,SSC,1050,983,Federal,HSSC-I,520,983,,ISB,55.875003,46.972218,,,,,,68.32,63.87,,,ISB,BS(AI),,,,,,,,,,,,,,,,,,,,,,,,,,
1911269,Karachi ,10,Admit Card Printed,KHI,,,,BS(EE),BS(SE),,,Karachi,SSC,850,607,Karachi,HSSC (I+II),1100,607,,KHI,,17.166666,,,,,,,35.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911270,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),,Lahore,SSC,1100,929,Lahore,HSSC-I,510,929,,LHR,,22.805553,,,,,,,49.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911272,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Rawalpindi,SSC,1100,844,Rawalpindi,HSSC-I,510,844,,ISB,,38.152779,,,,,,,49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911274,Pakpattan,10,Admit Card Printed,LHR,,,,BS(CS),,,,Cambridge,O-Level,900,737,,,,737,58,LHR,,31.791663,,,,,65.85,,52.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911275,Faisalabad,10,Admit Card Printed,CFD,LHR,,,BS(CS),BS(SE),BS(EE),,Faislabad,SSC,1100,955,Faislabad,HSSC-I,520,955,,CFD,,28.805554,,,,,,,54.88,,,FSD,BS(CS),CFD,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911276,Faisalabad,10,Admit Card Printed,CFD,,,,BS(CS),,,,Faislabad,SSC,1100,844,Faislabad,HSSC-I,520,844,,CFD,,24.222219,,,,,,,45.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911277,Karachi ,2,AcademicInfo,,,,,,,,,Karachi,SSC,850,785,Karachi,HSSC (I+II),1100,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911278,Rawalpindi,10,Admit Card Printed,ISB,,,,BS(CS),,,,Federal,SSC,1050,852,Federal,HSSC-I,510,852,,ISB,,31.548609,,,,,,,46.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911279,Lahore,10,Admit Card Printed,LHR,,,,BS(CV),BS(EE),BS(CS),BS(AF),Lahore,SSC,1100,890,Lahore,HSSC-I,520,890,,LHR,26.333335,38.402779,,,,,,49.99,56.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911280,Attock,10,Admit Card Printed,ISB,,,,BS(EE),,,,Peshawar,SSC,1100,948,Peshawar,HSSC-I,550,948,50,PWR,,31.930555,,,,,62.36,,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911281,Lahore,6,Declaration,LHR,,,,BS(CV),,,,Lahore,SSC,1100,855,Lahore,HSSC-I,520,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911282,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,675,,,,675,,LHR,,27.041665,,,,,,,41.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911283,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(CV),BS(EE),BS(AF),Lahore,SSC,1100,1001,Lahore,HSSC-I,520,1001,,LHR,,38.791667,,,,,,,59.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911284,Islamabad,10,Admit Card Printed,ISB,,,,BS(EE),BS(AI),BBA,,Federal,SSC,1050,774,Federal,HSSC-I,520,774,,ISB,31.625005,21.666665,,,,,,46.68,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911286,Lahore,9,Scheduled,LHR,,,,BS(CS),,,,Lahore,SSC,1100,935,Lahore,HSSC-I,510,935,,LHR,,60.39583,,,,,,,67.94,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911287,Dera Ghazi Khan,7,Challan Printed,ISB,,,,BS(DS),,,,Multan,SSC,1100,789,,,,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911288,Lahore,10,Admit Card Printed,LHR,,,,BS(EE),BS(CS),BS(CV),,Lahore,SSC,1100,945,Lahore,HSSC-I,520,945,,LHR,,58.027777,,,,,,,71.03,,,LHR,BS(EE),,,,,,,,,,,,,,,,,,,,,,,,,,
1911289,Others,2,AcademicInfo,,,,,,,,,Sukkur,SSC,850,713,Sukkur,HSSC-I,550,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911291,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BBA,,Lahore,SSC,1100,1047,Lahore,HSSC-I,520,1047,,LHR,52.250005,54.847221,,,,,,69.78,71.08,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
1911292,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),,,,Lahore,SSC,1100,879,Lahore,HSSC-I,510,879,,LHR,,25.006943,,,,,,,44.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911293,Lahore,10,Admit Card Printed,LHR,,,,BS(CS),BS(EE),BS(CV),,Lahore,SSC,1100,939,Lahore,HSSC-I,520,939,,LHR,,48.749997,,,,,,,66.78,,,LHR,BS(CS),LHR,BS(CS)    ,Current,,,,,,,,,,,,,,,,,,,,,,,
